CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-15049-582065,2015-03-24,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-19,2015-11-01,"ANDERSON HARVESTING, LLC",529 P St,,Bridgeport,NE,69336,UNITED STATES OF AMERICA,,308-262-5975,,SOUTHERN IMPACT,LESLI DOWNS,Tulsa,OK,Farmworker,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operator,,1,1,Y,Seasonal,45,08:00 AM,05:00 PM,13.59,Hour,,,N,,None,,,N,,N,,,Y,3,Broadwater,NE,69125,Y,H-2A Labor Contractor or Job Contractor,NE DOL,265554,2015-02-17,2015-07-27
H-300-15042-477958,2015-02-27,H-2A,2015-02-11,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-10-31,"Paul Mazza's Fruit & Vegetable Stand, Inc.",135 Poor Farm Road,,Colchester,VT,05446,UNITED STATES OF AMERICA,,802-879-3760,,"LAKE HOME BUSINESS SERVICES, INC.",ALYSON EASTMAN,ORWELL,VT,"Farmworkers and Laborers, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","FIELD LABOR, VEGETABLE HARVEST, STRAWBERRY HARVEST",423860,8,8,Y,Seasonal,48,07:00 AM,04:00 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,1,Colchester,VT,05446,Y,Individual Employer,Vermont Department of Labor,278637,2015-01-31,2015-07-17
H-300-15052-570937,2015-03-25,H-2A,2015-02-21,DETERMINATION ISSUED - CERTIFICATION,2015-04-29,2015-12-09,"Fridy Farms, LLC",585 Stateline Road,,Puryear,TN,38251,UNITED STATES OF AMERICA,,731-498-8938,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","dark air fired & air cured tobacco, straw/hay, row",423930,3,3,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,PURYEAR,TN,38251,Y,Association - Filing as Agent (H-2A Only),"TN department of Labor & Workforce Development, Nashville, TN 37243",TN358431,2015-02-20,2015-08-19
H-300-15048-047971,2015-03-10,H-2A,2015-02-17,DETERMINATION ISSUED - CERTIFICATION,2015-03-20,2015-12-15,Scott Lazorenko,521 110th Ave SW,,Killdeer,ND,58640,UNITED STATES OF AMERICA,,701-764-6373,,Hart to Hart,LeAnn Hart,Chaseley,ND,Ag Equipment Operator,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,424120,4,4,Y,Seasonal,48,08:00 AM,05:00 PM,13.59,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,6,Killdeer,ND,58640,N,Individual Employer,North Dakota Job Service,395226,2015-01-21,2015-08-02
H-300-15041-871727,2015-03-12,H-2A,2015-02-12,DETERMINATION ISSUED - CERTIFICATION,2015-04-09,2015-11-03,F&R Grasso LLC,353 Wolfert Station Rd,N/A,Mullica Hill,NJ,08062,UNITED STATES OF AMERICA,N/A,856-478-2854,,FEWA,RITA ROMERO,BAY CITY,TX,Farm Laborers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",PICKLES/CUCUMBERS/BELL PEPPERS,,15,15,Y,Seasonal,40,06:00 AM,03:00 PM,11.29,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Mullica Hill,NJ,08062,N,Individual Employer,One Stop Career Center,NJ0980809,2015-02-09,2015-07-22
H-300-15044-858018,2015-03-06,H-2A,2015-02-13,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-12-15,HARWARD FARMS SWEET CORN INC,1988 W CENTER ST,,SPRINGVILLE,UT,84663,UNITED STATES OF AMERICA,,801-420-2574,,NORTH AMERICAN LABOR SERVICE INC.,JON CLANCY,VANCLEAVE,MS,FARMWORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","FARMWORKERS, LABORERS, CROP",,20,20,Y,Seasonal,40,07:00 AM,03:30 PM,11.37,Hour,,,N,,None,,,N,,N,,,Y,3,SPRINGVILLE,UT,84663,N,Individual Employer,UTAH,9713755,2015-01-29,2015-08-08
H-300-15041-577145,2015-03-11,H-2A,2015-02-10,DETERMINATION ISSUED - CERTIFICATION,2015-04-11,2015-12-01,Emerick Farms,RR 2 Box 264,,Vandalia,IL,62471,UNITED STATES OF AMERICA,,618-425-3300,,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MCGREGOR,IA,Farm Machine Operator,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Corn, soybean & wheat",,2,2,Y,Seasonal,45,07:30 AM,05:00 PM,11.61,Hour,,,N,,None,,,N,,N,,,Y,1,Vandalia,IL,62471,N,Individual Employer,Illinois Department of Employment Security,IL2503519,2015-02-10,2015-07-23
H-300-15051-963273,2015-03-16,H-2A,2015-02-20,DETERMINATION ISSUED - CERTIFICATION,2015-04-25,2015-12-10,JAMIE CARSON,2430 GLOVER RD,,BENTON,KY,42025,UNITED STATES OF AMERICA,,270-293-2008,,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","setting, cutting, top/oil, stripping tobacco",,2,2,Y,Seasonal,40,07:00 AM,04:00 PM,10.28,Hour,,,N,,None,,,N,,N,,,Y,3,BENTON,KY,42025,Y,Individual Employer,KY DEPT OF LABOR & WORKFORCE,KY0570345,2015-02-19,2015-08-17
H-300-15058-523229,2015-03-31,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-05-10,2015-12-20,JEFF-MACK FARMS LLC,3360 Mt. Zoar Road,,Hopkinsville,KY,42240,UNITED STATES OF AMERICA,,270-348-5284,,Agriculture Workforce Management Association,DONNA CARPENTER,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Farmworker, laborers, crops",423930,9,9,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Hopkinsville,KY,42240,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",KY0572281,2015-02-26,2015-08-30
H-300-15061-900155,2015-04-17,H-2A,2015-03-10,DETERMINATION ISSUED - CERTIFICATION,2015-05-03,2015-10-30,Bray-Dan Harvesting Inc,2944 12 Ave N,,Lethbridge,,T1H 5J9,CANADA,Alberta,303-345-5028,,1370193 ALBERTA LTD. O/A SECRETEL,CLAIRE HUMPHREYS,LETHBRIDGE,,Equipment Operator,45-2091,Agricultural Equipment Operators,Grain,,15,15,Y,Seasonal,48,10:00 AM,07:00 PM,10.35,Hour,,,N,,None,n/a,n/a,N,,N,,,Y,3,Harrold,TX,76364,Y,H-2A Labor Contractor or Job Contractor,Texas Workforce Commission FLC,TX2815096,2015-03-06,2015-08-16
H-300-15063-683469,2015-04-10,H-2A,2015-03-19,DETERMINATION ISSUED - CERTIFICATION,2015-05-12,2015-12-10,Spookhouse Farms LLC,2114 County Road 1015,,Bardwell,KY,42023,UNITED STATES OF AMERICA,,270-339-8116,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Tobacco Dark, Burley, Hay-Straw, Row Crops",423930,10,10,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Bardwell,KY,42023,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",KY0573021,2015-03-02,2015-09-25
H-300-15056-527939,2015-03-09,H-2A,2015-02-25,DETERMINATION ISSUED - WITHDRAWN,2015-04-15,2015-12-31,Evridge Farms,2103 CR 252,,Midkiff,TX,79755,UNITED STATES OF AMERICA,,432-967-5509,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Ag. Equiment Operator,45-2091,Agricultural Equipment Operators,,423930,3,0,Y,Seasonal,48,08:00 AM,05:00 PM,10.35,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Midkiff,TX,79755,N,Individual Employer,N/A,N/A,,
H-300-15042-105232,2015-03-02,H-2A,2015-02-13,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-09-04,"Lancaster Farms, Inc.",5800 Knotts Neck Rd.,,Suffolk,VA,23435,UNITED STATES OF AMERICA,,757-484-4421,,"MAS LABOR H-2A, LLC",Elizabeth Whitley,LOVINGSTON,VA,Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",NURSERY STOCK TREES SHRUBS,,12,12,Y,Seasonal,40,07:00 AM,02:30 PM,10.32,Hour,,,N,,None,,,N,,N,,,Y,3,Suffolk,VA,23434,Y,Individual Employer,Eastern Shore VEC,530931,2015-02-17,2015-06-18
H-300-15058-986602,2015-03-27,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-04-20,2015-06-14,"H2A Complete II, Inc.",1926 First Commercial Drive N Suite 109,,Southaven,MS,38671,UNITED STATES OF AMERICA,,662-393-4241,,,,,,Farm Workers and Laborers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",packing,,100,100,Y,Seasonal,35,07:00 AM,01:00 PM,10.19,Hour,,,N,,None,,,N,,N,,,N,,Punta Gorda,FL,33982,Y,H-2A Labor Contractor or Job Contractor,FL Department of Economic Opportunity,FL9998275,2015-03-03,2015-05-17
H-300-15043-409586,2015-03-16,H-2A,2015-02-17,DETERMINATION ISSUED - DENIED,2015-03-15,2015-12-01,BEE STRONG HONEY,PO BOX 305,,EDCOUCH,TX,78538,UNITED STATES OF AMERICA,,956-647-2864,,,,,,Master Queen Breeder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,1,0,Y,Seasonal,40,08:00 AM,05:00 PM,9,Hour,,,N,,Bachelor's,,Entomology or agricultural related fields of study,N,,N,,,Y,48,Edcouch TX 78538,TX,78538,Y,Individual Employer,Texas Workforce commission,,,
H-300-15058-322074,2015-03-11,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-03-01,2015-10-31,TRIPLE D LAND COMPANY LLC,"509 Ranch House Lane, Ridgway CO 81432 (Physical Address)","PO Box 190, Appalachia VA 24216 (Mailing Address)",Ridgway,CO,81432,UNITED STATES OF AMERICA,N/A,276-275-4297,,Mountain Plains Ag Service,SANDRA STUNTEBECK,Casper,WY,Open Range Livestock,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Farmworkers,,1,1,Y,Seasonal,60,12:00 AM,12:00 PM,875,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Ridgway,CO,81432,Y,Association - Filing as Agent (H-2A Only),CO State Workforce,CO6084080,2015-03-05,2015-07-01
H-300-15050-154824,2015-03-12,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,,,"VIRGINIA AGRICULTURAL GROWERS ASSOCIATION, INC.","5037 Halifax Road, Halifax, VA 24558","P.O. Box 857, South Boston, VA 24592",Halifax,VA,24558,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farmworker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",and Hay,,14,14,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Hillsville (See Attachment,VA,24343,Y,Association - Joint Employer (H-2A Only),Virginia Employment Commission,527986,2015-02-13,2015-07-28
H-300-15050-154824,2015-03-12,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-04-10,2015-11-14,Eldon Painter,2496 Pilot View Rd.,,"Hillsville,",VA,24343,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farmworker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",and Hay,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Hillsville (See Attachment,VA,24343,Y,,Virginia Employment Commission,527986,2015-02-13,2015-07-28
H-300-15050-154824,2015-03-12,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-04-10,2015-11-14,DeHart Farms LLC,550 Fairview Church Rd.,,"Floyd,",VA,24091,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farmworker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",and Hay,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Hillsville (See Attachment,VA,24343,Y,,Virginia Employment Commission,527986,2015-02-13,2015-07-28
H-300-15050-154824,2015-03-12,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-04-10,2015-11-14,"Lights Farms, Inc.",2106 Worrell Memorial Rd.,,"Laurel Fork,",VA,24352,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farmworker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",and Hay,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Hillsville (See Attachment,VA,24343,Y,,Virginia Employment Commission,527986,2015-02-13,2015-07-28
H-300-15050-154824,2015-03-12,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-04-10,2015-11-14,Danny Ray Cassell,2957 Gladesboro Rd.,,"Hillsville,",VA,24343,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farmworker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",and Hay,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Hillsville (See Attachment,VA,24343,Y,,Virginia Employment Commission,527986,2015-02-13,2015-07-28
H-300-15057-246591,2015-03-10,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-06-30,"Rodriguez Harvesting, LLC",1090 Edward Warren Rd,,Lenox,GA,31637,UNITED STATES OF AMERICA,,229-507-7129,,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",GREEN,,74,74,Y,Seasonal,40,07:00 AM,03:00 PM,10,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Norman Park,GA,31771,Y,H-2A Labor Contractor or Job Contractor,Georgia Department of Labor,GA8271048,2015-02-16,2015-05-23
H-300-15058-992007,2015-03-18,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-04-14,2015-11-28,Kory Leistikow,2726 Wheatland Drive S,"mailing: 2726 Wheatland Drive S , Fargo ND  58103",Fargo,ND,58103,UNITED STATES OF AMERICA,N/A,701-730-4803,,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,"Corn, soybean & wheat",,2,2,Y,Seasonal,40,08:00 AM,03:30 PM,13.59,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,6,Marion,ND,58466,Y,Individual Employer,Job Service North Dakota,400876,2015-03-10,2015-08-06
H-300-15055-940298,2015-03-20,H-2A,2015-02-24,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-12-01,SAVAGE FARMS INC,128 LOWER RD,,DEERFIELD,MA,01342,UNITED STATES OF AMERICA,,413-774-4935,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","vegetable, sod, potato",,3,3,Y,Seasonal,48,07:00 AM,03:30 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,1,DEERFIELD,MA,01342,N,Association - Filing as Agent (H-2A Only),MA career services,5337555,2015-02-19,2015-08-07
H-300-15056-322811,2015-03-31,H-2A,2015-03-05,DETERMINATION ISSUED - CERTIFICATION,2015-05-10,2015-10-30,"CENTRAL ARIZONA FARMING, INC.",7332 EAST BUTHERUS DRIVE,N/A,SCOTTSDALE,AZ,85260,UNITED STATES OF AMERICA,N/A,480-998-1444,N/A,"DiSanto & DiSanto, PLC",Colleen DiSanto,Scottsdale,AZ,Farmworker *SEE ATTACHMENT for full title,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cantaloupes,,110,110,Y,Seasonal,35,10:00 PM,03:00 PM,10.54,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Tonopah,AZ,85354,Y,Individual Employer,Arizona Department of Economic Security,AZ1482713,2015-03-03,2015-08-04
H-300-15034-246903,2015-02-25,H-2A,2015-02-03,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2015-03-23,2015-05-24,"OVERLOOK HARVESTING COMPANY, LLC",2600 OVERLOOK DRIVE,,WINTERHAVEN,FL,33884,UNITED STATES OF AMERICA,,863-324-4654,232,,,,,CITRUS HAND HARVESTER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Fruit Trees,4239,76,71,Y,Seasonal,36,07:00 AM,02:00 PM,10.19,Hour,,,N,,None,,,N,,N,,,N,,WINTER HAVEN,FL,33884,Y,H-2A Labor Contractor or Job Contractor,FLORIDA AGENCY FOR WORKFORCE INNOVATION,FL9984852,2015-01-30,2015-04-23
H-300-15040-974299,2015-03-04,H-2A,2015-02-09,DETERMINATION ISSUED - CERTIFICATION,2015-04-03,2015-12-31,CHARLES STEIN,2445 113TH AVE NE,,MCVILLE,ND,58254,UNITED STATES OF AMERICA,,701-351-3643,,"WFDS, LLC",DAYNA SUMIYOSHI,FERGUS FALLS,MN,Farm Worker,45-2091,Agricultural Equipment Operators,Ag equip operator,,2,2,Y,Seasonal,48,08:00 AM,05:00 PM,13.59,Hour,,,N,,None,,,N,,N,,,Y,3,McVille,ND,58254,N,Individual Employer,Job Service North Dakota,396783,2015-02-04,2015-08-17
H-300-15042-913240,2015-03-12,H-2A,2015-02-11,DETERMINATION ISSUED - DENIED,2015-04-13,2015-10-24,ATD FARMS,732 CR 226,,DENVER CITY,TX,79323,UNITED STATES OF AMERICA,,432-788-4397,,STATE SERVICES CORPORATION,IRAM JAFRI,WINDSOR,,"FARMWORKERS AND LABORERS, CROPS",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,0,Y,Seasonal,48,09:00 AM,05:00 PM,11,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,DENVER CITY,TX,79323,N,Individual Employer,TEXAS WORKFORCE COMMISSION,TX5031819,2015-02-10,2015-08-19
H-300-15034-399928,2015-03-05,H-2A,2015-02-03,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-11-01,GRIZZLY CREEK RANCH,"2151 Alessandro Dr., Suite 145","533 Tom Miner Creek Rd., Emigrant, MT 59027",Ventura,CA,93001,UNITED STATES OF AMERICA,,805-640-1137,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",production of hay and livestock,,3,3,Y,Seasonal,48,08:00 AM,04:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Emigrant,MT,59027,N,Individual Employer,MT Dept. of Labor & Industry,10102619,2015-01-28,2015-07-15
H-300-15040-589485,2015-03-16,H-2A,2015-02-09,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-12-18,MICHAEL WAYNE FRANCIES,273 M. Hall Road,,Elkton,KY,42220,UNITED STATES OF AMERICA,,270-265-0764,,Seasonal Hands LLC,Mayra Ballard,Mayfield,KY,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",ROW CROPS,,4,4,Y,Seasonal,40,08:00 AM,05:00 PM,10.28,Hour,,,N,,None,,,N,,N,,,N,,Elkton,KY,42220,Y,Individual Employer,KY State Office of Employment and Training - Frankfort KY,KY0567206,2015-02-03,2015-08-16
H-300-15034-973178,2015-03-06,H-2A,2015-02-03,DETERMINATION ISSUED - CERTIFICATION,2015-03-31,2016-01-31,SCHNEEMANN RANCH,P.O BOX 26,944 Hickman Road,Big Lake,TX,76932,UNITED STATES OF AMERICA,,325-884-2041,,GENESIS V. SALMON,GENESIS SALMON,SAN ANGELO,TX,"Farmworkers, Farm, Ranch, and Animals",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Farmworkers & Laborers Crop,,3,3,Y,Seasonal,40,07:00 AM,04:00 PM,10.35,Hour,,,N,,None,,,N,,N,,,Y,2,Big Lake,TX,76932,N,Individual Employer,Texas Workforces Commission,TX2807396,2015-01-30,2015-08-31
H-300-15035-722519,2015-02-18,H-2A,2015-02-04,DETERMINATION ISSUED - CERTIFICATION,2015-03-15,2015-10-30,New Market Plains Vineyard LLC,PO Box 102,11111 West Baldwin Road,New Market,MD,21774,UNITED STATES OF AMERICA,,240-674-2859,,,,,,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Grapes,,4,4,Y,Seasonal,39,08:00 AM,04:00 PM,11.29,Hour,16.94,,N,,None,,,N,,N,,,Y,3,New Market,MD,21774,N,Individual Employer,Maryland Department of Labor,369938,2015-01-26,2015-03-12
H-300-15035-755235,2015-02-24,H-2A,2015-02-04,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-11-01,"DONATO FARMS, INC.",2036 RT 44-55,,MODENA,NY,12548,UNITED STATES OF AMERICA,,845-883-7037,,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,"FARMWORKERS, LABORERS & CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cantaloupe,,6,6,Y,Seasonal,40,08:00 AM,04:00 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,3,MODENA,NY,12548,N,Individual Employer,NYS DOL,NY 1117021,2015-02-04,2015-07-17
H-300-15035-743100,2015-03-10,H-2A,2015-02-04,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-12-01,Steve Jansa Farms,12565 Hwy 70,,Vernon,TX,76384,UNITED STATES OF AMERICA,,940-552-5844,,SOUTHERN IMPACT,LESLI DOWNS,TULSA,OK,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,Ag equip operator,,2,2,Y,Seasonal,44,08:00 AM,05:00 PM,10.35,Hour,,,N,,None,,,N,,N,,,Y,3,Vernon,TX,76384,N,Individual Employer,TWC,TX5028938,2015-01-28,2015-08-01
H-300-15038-778129,2015-03-24,H-2A,2015-02-07,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-12-31,Bryan Rustad Farms,1823 50th Ave NW,,Garrison,ND,58540,UNITED STATES OF AMERICA,,701-897-0115,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Ag. Equipment Operator,45-2091,Agricultural Equipment Operators,grain crops,423930,2,2,Y,Seasonal,48,08:00 AM,05:00 PM,13.59,Hour,,,N,,None,n/a,n/a,N,,N,,,Y,3,Garrison,ND,58540,N,Individual Employer,Job Service North Dakota,396518,2015-02-03,2015-08-16
H-300-15042-926284,2015-03-25,H-2A,2015-02-11,DETERMINATION ISSUED - CERTIFICATION,2015-04-25,2015-12-01,DALE SEAY,3165 ST. RT. 94 E.,,SEDALIA,KY,42079,UNITED STATES OF AMERICA,,270-382-2740,,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","setting, cutting, top/oil, stripping tobacco",,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,10.28,Hour,,,N,,None,,,N,,N,,,Y,3,SEDALIA,KY,42079,Y,Individual Employer,KY DEPT OF LABOR & WORKFORCE,KY0568973,2015-02-10,2015-08-10
H-300-15051-666966,2015-04-06,H-2A,2015-02-20,DETERMINATION ISSUED - CERTIFICATION,2015-04-06,2015-12-01,SCHUETT FARMS,2955 Carrigan Lane,,Dillon,MT,59725,UNITED STATES OF AMERICA,,406-683-4281,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Farm Worker, Laborer, Crop",,6,6,Y,Seasonal,48,07:00 AM,03:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Dillon,MT,59725,Y,H-2A Labor Contractor or Job Contractor,MT Dept. of Labor & Industry,10111939,2015-03-17,2015-08-02
H-300-15035-116800,2015-03-02,H-2A,2015-02-04,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-12-20,BARNEY WOOTEN,6306 AKERSVILLE RD,,LAFAYETTE,KY,37083,UNITED STATES OF AMERICA,,615-633-6734,,"RAY WILCOXSON,INC",WALTER WILCOXSON,HORSE CAVE,KY,FARM WORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Burley Tobacco,21,4,4,Y,Seasonal,40,07:00 AM,04:00 PM,10.28,Hour,10.28,10.28,N,,None,,,N,,N,,,Y,3,LAFAYETTE,TN,37083,N,Individual Employer,TENNESSEE STATE WORKFORCE AGENCY,TN354875,2015-01-27,2015-08-10
H-300-15043-103677,2015-03-13,H-2A,2015-02-12,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2016-02-01,Triangle Cattle Co,4095 SH 214,,Hereford,TX,79045,UNITED STATES OF AMERICA,,806-647-7457,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2091,Agricultural Equipment Operators,Wheat,,1,1,Y,Seasonal,48,08:00 AM,06:00 PM,10.35,Hour,,,N,,None,na,na,N,,N,,,Y,3,Nazareth,TX,79063,N,Individual Employer,Texas Workforce Commission,TX7000927,2015-02-12,2015-09-08
