CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-16170-146012,2016-07-28,H-2A,2016-06-19,DETERMINATION ISSUED - CERTIFICATION,2016-08-03,2016-12-01,PRI,GROSCH IRRIGATION CO. INC.,114 N. 6TH ST,N/A,O'NEILL,NE,68763,UNITED STATES OF AMERICA,N/A,402-336-1438,,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,Irrigation Worker,45-2099,"Agricultural Workers, All Other",General Farmworker,,4,4,Y,Seasonal,40,08:00 AM,05:00 PM,$13.80,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,SILVER CREEK,NE,68663,Y,H-2A Labor Contractor or Job Contractor,NEBRASKA SWA,356661,2016-06-03,2016-10-02
H-300-16172-021880,2016-07-14,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-15,2016-11-15,PRI,Giles Family Farm Inc,139 Waterboro Rd,po box 634,Alfred,ME,04002,UNITED STATES OF AMERICA,,207-324-2944,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,4,4,Y,Seasonal,44,07:00 AM,03:30 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,Alfred,ME,04002,Y,Association - Filing as Agent (H-2A Only),ME DOL,180452,2016-06-09,2016-09-14
H-300-16172-039466,2016-08-05,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-09-01,2017-08-30,PRI,Nick Theos Family Ranch LP,"6909 County Rd 49, Meeker CO 81641","PO Box 282, Meeker CO 81641",Meeker,CO,81641,UNITED STATES OF AMERICA,,970-878-5369,,MPAS,SANDRA STUNTEBECK,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,6,6,Y,Seasonal,60,12:00 AM,12:00 PM,"$1,206.31",Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Meeker,UT,81641,Y,Association - Filing as Agent (H-2A Only),CO State Workforce,CO6586566,2016-06-29,2017-03-01
H-300-16172-133811,2016-07-29,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-30,2016-12-20,PRI,WILLIAM PEACHER,115 Gillum Hollow Road,,Indian Mound,TN,37079,UNITED STATES OF AMERICA,,931-627-7667,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,423930,6,6,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Indian Mound,TN,37079,Y,Association - Filing as Agent (H-2A Only),"TN Dept of Labor and  Workforce Development, Nashville, TN 37243",TN468317,2016-06-20,2016-10-25
H-300-16172-163954,2016-07-25,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-24,2016-12-05,PRI,Jerry Whitaker,3052 Pendleton Rd,,Pendleton,KY,40055,UNITED STATES OF AMERICA,,502-643-2847,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,423930,3,3,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Pendleton,KY,40055,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",614415141,2016-06-14,2016-08-24
H-300-16172-277755,2016-07-01,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-07-25,2016-11-30,PRI,Fogleman Farms,2520 Marion Lake Rd,,Marion,AR,72364,UNITED STATES OF AMERICA,,870-343-8808,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2091,Agricultural Equipment Operators,Grains,,3,3,Y,Seasonal,48,08:00 AM,06:00 PM,$10.69,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Marion,AR,72364,N,Individual Employer,Arkansas Department of Workforce Solutions,1693669,2016-06-23,2016-09-21
H-300-16172-282810,2016-08-03,H-2A,2016-06-22,DETERMINATION ISSUED - CERTIFICATION,2016-08-06,2016-12-28,PRI,TOWER FAMILY LLP,1709 YOUNGSTOWN RD,,YOUNGSTOWN,NY,14174,UNITED STATES OF AMERICA,,716-791-4746,,,,,,"Farm Workers Laborers, Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,Youngstown,NY,14174,N,Individual Employer,NYS DOL 81 Walnut Street Lockport NY 14094,NY1172124,2016-06-08,2016-10-02
H-300-16172-293801,2016-07-19,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-20,2016-11-01,PRI,ROWE ORCHARDS,39 PALMER RD,,NEWPORT,ME,04953,UNITED STATES OF AMERICA,,207-368-4777,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,2,2,Y,Seasonal,40,07:00 AM,03:30 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,NEWPORT,ME,04953,N,Association - Filing as Agent (H-2A Only),ME SWA,180433,2016-06-09,2016-09-30
H-300-16172-304862,2016-07-07,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-13,2016-11-25,PRI,"OASIS HARVESTING, INC.","110 FOXSTAR AVE, NW",PO BOX 3231,LAKE PLACID,FL,33852,UNITED STATES OF AMERICA,,863-441-1631,,ANDREW JACKSON LAW,ANDREW JACKSON,CLINTON,NC,FARMWORKERS & LABORERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Sweet Potatoes,,74,74,Y,Seasonal,35,07:00 AM,03:00 PM,$10.72,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,LUCAMA,NC,27851,N,H-2A Labor Contractor or Job Contractor,NC DIV OF WORKFORCE SOLUTIONS-AG SERVICES,NC10539291,2016-06-13,2016-10-04
H-300-16172-345959,2016-07-19,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-29,2017-01-20,PRI,TIM BEACH II,950 Blair Road,,Dry Ridge,KY,41035,UNITED STATES OF AMERICA,,859-428-1290,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS AND LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,423930,3,3,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Dry Ridge,KY,41035,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",615214561,2016-06-15,2016-08-29
H-300-16172-394672,2016-07-12,H-2A,2016-06-27,DETERMINATION ISSUED - CERTIFICATION,2016-08-29,2016-11-12,PRI,LYNOAKEN FARMS INC.,11540 MAPLE AVE.,,LYNDONVILLE,NY,14098,UNITED STATES OF AMERICA,,585-765-2046,,,,,,Farm Worker Fruit,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,26,26,Y,Seasonal,48,08:00 AM,05:00 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,LYNDONVILLE,NY,14098,N,Individual Employer,NYS DEPT OF LABOR,NY1172906,2016-06-17,2016-10-05
H-300-16172-535646,2016-08-11,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-10,2016-12-15,PRI,Terry White,819 West Main Street,,Campbellsville,KY,42718,UNITED STATES OF AMERICA,,270-789-2237,,"KT Labor, Inc",Patricia Sowards,Lexington,KY,Farmworkers;,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,40,8:00 AM,4:00 PM,$10.85,Hour,,,N,,None,,,N,,N,,,N,,Campbellsville,KY,42718,Y,Individual Employer,Kentucky Department of Employment Security,KY600131591,2016-05-10,2016-09-29
H-300-16172-555735,2016-08-16,H-2A,2016-07-21,DETERMINATION ISSUED - CERTIFICATION,2016-09-05,2017-05-31,PRI,Andrew Dahl,2535 50th Street,Mailing Address: PO Box 128 Elmore MN 56027,Granada,MN,56039,UNITED STATES OF AMERICA,,507-236-4507,,"LAW OFFICE OF MICHELE CONTRERAS, LLC",MICHELE CONTRERAS,Cherry Hill,NJ,Laborer,45-2091,Agricultural Equipment Operators,Pigs,,8,8,Y,Seasonal,40,07:00 AM,04:00 PM,$12.02,Hour,,,N,,None,,,N,,N,,,Y,12,Granada,MN,56039,Y,Individual Employer,Minnesota State Workforce Agency,8890872,2016-07-08,2017-01-17
H-300-16172-593366,2016-07-19,H-2A,2016-06-22,DETERMINATION ISSUED - CERTIFICATION,2016-08-15,2016-11-11,PRI,"Subarashii Kudamono, LP",7200 Suter Road,,Coopersburg,PA,18036,UNITED STATES OF AMERICA,,610-282-6797,,"HEAD HONCHOS, LLC",TODD MILLER,SAN ANTONIO,TX,"Farmworker, Crop, Laborers",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Asian Pears,,12,12,Y,Seasonal,40,07:00 AM,04:00 PM,$11.66,Hour,,,N,,None,,,N,,N,,,N,,Kempton,PA,19529,Y,Individual Employer,Pennsylvania Department of Labor and Industry,10354080,2016-06-03,2016-09-28
H-300-16172-614043,2016-06-30,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-15,2017-06-15,PRI,Hayter Ranch,735 South Hayter Road,P.O BOX 820,FT.STOCKTON,TX,79735,UNITED STATES OF AMERICA,,432-395-2485,,GENESIS V. SALMON,GENESIS SALMON,SAN ANGELO,TX,"Farmworkers, Farm, Ranch, and Animals",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Cattle,423940,2,2,Y,Seasonal,40,07:00 AM,04:00 PM,$11.15,Hour,,,N,,None,,,N,,N,,,Y,2,Ft. Stockton,TX,79735,N,Individual Employer,Texas Workforce Commission,TX6468679,2016-06-10,2017-01-15
H-300-16172-754896,2016-07-15,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-24,2016-10-31,PRI,RICKER HILL ORCHARDS,11 RICKER HILL RD,,TURNER,ME,04282,UNITED STATES OF AMERICA,,207-225-3455,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,52,52,Y,Seasonal,40,07:00 AM,02:30 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,hartford,ME,04220,Y,Association - Filing as Agent (H-2A Only),ME DOL,181217,2016-06-17,2016-09-28
H-300-16172-777602,2016-07-08,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-15,2016-11-30,PRI,The Scott Farm,707 Kipling Rd,,Dummerston,VT,05301,UNITED STATES OF AMERICA,,802-254-6868,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Fruits,,3,3,Y,Seasonal,45,07:00 AM,03:30 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,Dummerston,VT,05301,N,Association - Filing as Agent (H-2A Only),VT DOL,419280,2016-06-16,2016-10-06
H-300-16172-834280,2016-07-28,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-28,2017-01-07,PRI,Jefferson's Farm LLC,1304 Hillsdale Road,,Augusta,KY,41002,UNITED STATES OF AMERICA,,606-728-2412,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS and LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,423930,6,6,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Augusta,KY,41002,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",614535711,2016-06-14,2016-11-02
H-300-16172-867930,2016-08-08,H-2A,2016-06-20,DETERMINATION ISSUED - CERTIFICATION,2016-08-25,2016-10-30,PRI,GREENWOOD FARM,110 SOUTH HILL RD,,BUCKFIELD,ME,04220,UNITED STATES OF AMERICA,,207-240-5683,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Vegetables,,2,2,Y,Seasonal,48,07:00 AM,03:30 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,BUCKFIELD,ME,04220,N,Association - Filing as Agent (H-2A Only),ME DOL,180793,2016-06-14,2016-09-27
H-300-16172-956312,2016-07-21,H-2A,2016-06-24,DETERMINATION ISSUED - CERTIFICATION,2016-08-20,2016-11-01,PRI,Lewis M. Bailey IV Farms Inc.,124 Jimmy Beckley Drive,"mailing: 124 Jimmy Beckley Drive , Bruce MS  38915",Bruce,MS,38915,UNITED STATES OF AMERICA,,662-983-2400,,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Vegetables,,70,70,Y,Seasonal,40,07:00 AM,03:00 PM,$10.69,Hour,,,N,,None,,,N,,N,,,Y,3,Bruce,MS,38915,Y,Individual Employer,Houston WIN Job Center,MS175094,2016-06-16,2016-09-25
H-300-16173-096221,2016-07-15,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-15,2016-12-20,PRI,"Eric and Steph Maaske, GP",1105 Central Ave,,Kearney,NE,68847,UNITED STATES OF AMERICA,,308-338-1475,,Southern Impact,Lesli Downs,Tulsa,OK,Farmworker,45-2091,Agricultural Equipment Operators,Alfalfa,42386,2,2,Y,Seasonal,45,08:00 AM,05:00 PM,$13.80,Hour,,,N,,None,,,N,,N,,,Y,3,Edison,NE,68936,N,Individual Employer,NE DOL,358791,2016-06-16,2016-10-18
H-300-16173-112764,2016-07-01,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-09-01,2016-10-25,PRI,MEADOWBROOK ORCHARDS INC,209 CHASE HILL ROAD,,STERLING,MA,01564,UNITED STATES OF AMERICA,,978-857-6063,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,8,8,Y,Seasonal,48,07:00 AM,03:30 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,STERLING,MA,01564,N,Association - Filing as Agent (H-2A Only),MA career services,7496542,2016-06-20,2016-09-27
H-300-16173-151801,2016-07-07,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-09,2016-10-15,PRI,Edward J Vincent Farms,19712 Kristin Road,,Kaplan,LA,70548,UNITED STATES OF AMERICA,,337-523-8029,,CAJUN VISA COMPANY INC,KRISTIE WHEAT,LIVINGSTON,LA,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Sugarcane,,3,3,Y,Seasonal,35,07:00 AM,01:00 PM,$10.69,Hour,,,N,,None,,,N,,N,,,Y,3,Kaplan,LA,70548,N,Individual Employer,Vermilion Career Solutions Center,628659,2016-06-13,2016-09-11
H-300-16173-165147,2016-07-13,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-13,2016-12-31,PRI,MICHAEL O.  MURPHY/HIDDEN SPRING FARM,4552 PARIS PIKE,,MT. STERLING,KY,40353,UNITED STATES OF AMERICA,,859-498-3367,,"ALS, INC",RAMON CERVANTES,LEXINGTON,KY,TOBACCO  WORKERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,MT. STERLING,KY,40353,Y,Individual Employer,KY  CAREER CENTER,614558591,2016-06-14,2016-10-22
H-300-16173-248373,2016-07-15,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-08,2016-11-15,PRI,Locust Grove Farm,1351 Center Rd,,Kendall,NY,14476,UNITED STATES OF AMERICA,N/A,585-704-6523,,National Agricultural Consultants LLC,Theresa Ward,Carthage,NC,Farmworker: Diversified,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,12,12,Y,Seasonal,35,07:30 AM,03:30 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,3,Kendall,NY,14476,Y,Individual Employer,New York State Department of Labor,NY-1172279,2016-06-10,2016-09-26
H-300-16173-324815,2016-07-27,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-08-15,2016-09-30,PRI,Burnett Orchards,1511 Anton Place,,Wenatchee,WA,98801,UNITED STATES OF AMERICA,,509-669-4555,,WAFLA,ADRIAN MAYORAL,Lacey,WA,Farmworkers and Laborers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,16,16,Y,Seasonal,36,07:00 AM,01:30 PM,$12.69,Hour,,,N,,None,,,N,,N,,,Y,3,Quincy,WA,98848,Y,Association - Joint Employer (H-2A Only),Washington State Employment Security Department,168578120,2016-06-15,2016-09-08
H-300-16173-406422,2016-06-28,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-07,2016-12-06,PRI,Alewelt Concrete Inc.,18358 County Hwy D-20,,Alden,IA,50006,UNITED STATES OF AMERICA,,515-859-3223,,THE BERNARD FIRM P.L.C.,Aaron Bernard,Ames,IA,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Construction of Livestock Buildings,,11,11,Y,Seasonal,45,07:30 AM,04:30 PM,$12.17,Hour,,,N,,None,,,N,,N,,,Y,1,Thompson,MO,65285,Y,H-2A Labor Contractor or Job Contractor,Missouri Department of Economic Development,11811118,2016-06-08,2016-10-06
H-300-16173-443027,2016-07-25,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-09-01,2016-11-11,PRI,ORCHARD DALE FRUIT COMPANY LLC,14264 ROOSEVELT HWY,,WATERPORT,NY,14571,UNITED STATES OF AMERICA,,585-682-5569,,,,,,Farmworkers and Laborers Crops,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Blueberries,,16,16,Y,Seasonal,40,08:00 AM,04:00 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,Waterport,NY,14571,N,Individual Employer,New York State Dept. of Labor,NY1173138,2016-06-21,2016-10-06
H-300-16173-490444,2016-07-20,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-09-01,2017-08-30,PRI,Estill Ranches LLC,"123175 Highway 447 (CA/NV Stateline), Gerlach NV 89412","1875 Plumas St.#3, Reno NV 89509",Gerlach,NV,89412,UNITED STATES OF AMERICA,,775-333-0882,,MPAS,SANDRA STUNTEBECK,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,4,4,Y,Seasonal,60,12:00 AM,12:00 PM,"$1,206.31",Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Gerlach,NV,89412,Y,Association - Filing as Agent (H-2A Only),NV State Workforce,NV0393543,2016-06-27,2017-03-01
H-300-16173-523102,2016-07-27,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-09-01,2017-06-30,PRI,BONNIE PLANTS,1727 HIGHWAY 223,,UNION SPRING,AL,36089,UNITED STATES OF AMERICA,,334-738-3104,,,,,,Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nursery and Greenhouse Workers,,50,50,Y,Seasonal,36,07:00 AM,03:00 PM,$10.59,Hour,,,N,,None,,,N,,N,,,Y,3,Union Springs,AL,36089,N,Individual Employer,Alabama Department of Industrial Relations,1961100,2016-06-17,2017-01-31
H-300-16173-587326,2016-07-26,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-09-01,2017-01-25,PRI,HARRY HARPER CLINE III,8476 W. Mary Ingles Hwy,,Foster,KY,41043,UNITED STATES OF AMERICA,,606-747-5490,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,423930,6,6,Y,Seasonal,40,08:00 AM,04:00 PM,$10.85,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Foster,KY,41043,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",617016801,2016-06-21,2016-11-13
H-300-16173-594623,2016-06-29,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-15,2016-12-15,PRI,Steve Boyum,9144 County 30 Blvd,,Wanamingo,MN,55983,UNITED STATES OF AMERICA,,507-824-2976,,SOUTHERN IMPACT,LESLI DOWNS,Tulsa,OK,Farmworker,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operator,,3,3,Y,Seasonal,45,08:00 AM,05:00 PM,$12.02,Hour,,,N,,None,,,N,,N,,,Y,3,Wanamingo,MN,55983,N,Individual Employer,MN DEED,8866305,2016-06-21,2016-10-15
H-300-16173-628622,2016-07-18,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-09-01,2016-11-01,PRI,ROWE ORCHARDS,39 PALMER RD,,NEWPORT,ME,04953,UNITED STATES OF AMERICA,,207-368-4777,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,2,2,Y,Seasonal,40,07:00 AM,03:30 PM,$11.74,Hour,,,N,,None,,,N,,N,,,Y,1,NEWPORT,ME,04953,N,Association - Filing as Agent (H-2A Only),ME SWA,181344,2016-06-20,2016-10-02
H-300-16173-640254,2016-07-12,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-08,2016-11-10,PRI,BBF Bailey and Bailey,187 CR 418,,Calhoun City,MS,38916,UNITED STATES OF AMERICA,N/A,662-983-0630,,National Agricultural Consultants LLC,Theresa Ward,Carthage,NC,Farmworker: Diversified,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Soybeans,,55,55,Y,Seasonal,40,07:30 AM,03:30 PM,$10.69,Hour,,,N,,None,,,N,,N,,,Y,3,Calhoun City,MS,38916,Y,Individual Employer,Mississippi Department of Employment and Workforce,174754,2016-06-13,2016-09-24
H-300-16173-667448,2016-07-28,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-29,2016-10-25,PRI,"D AND K HARVESTING, INC.",890 SPRATT BLVD.,,LABELLE,FL,33935,UNITED STATES OF AMERICA,,863-675-4585,,Florida Fruit & Vegetable Association,CHRISTINE SYNAN,MAITLAND,FL,Apple Hand Harvesters,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,307,307,Y,Seasonal,36,07:00 AM,02:00 PM,$12.02,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Conklin,MI,49403,Y,Association - Filing as Agent (H-2A Only),Michigan Workforce Development Agency,MI6921856,2016-06-21,2016-09-25
H-300-16173-676328,2016-07-28,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-24,2016-10-29,PRI,WAFLA,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,UNITED STATES OF AMERICA,,360-455-8064,2,,,,,Farm worker and laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,72,72,Y,Seasonal,40,07:00 AM,03:00 PM,$12.69,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Yakima,WA,98902,Y,Association - Joint Employer (H-2A Only),WorkSource Yakima,168834530,2016-06-20,2016-09-27
H-300-16173-676328,2016-07-28,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-24,2016-10-29,SUB,Bruce Allen Orchards LLC,3107 River Rd.,,Yakima,WA,98902,UNITED STATES OF AMERICA,,360-455-8064,2,,,,,Farm worker and laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,36,36,Y,Seasonal,40,07:00 AM,03:00 PM,$12.69,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Yakima,WA,98902,Y,,WorkSource Yakima,168834530,2016-06-20,2016-09-27
H-300-16173-676328,2016-07-28,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-08-24,2016-10-29,SUB,Chiawana Orchards,3107 River Rd.,,Yakima,WA,98902,UNITED STATES OF AMERICA,,360-455-8064,2,,,,,Farm worker and laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,36,36,Y,Seasonal,40,07:00 AM,03:00 PM,$12.69,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Yakima,WA,98902,Y,,WorkSource Yakima,168834530,2016-06-20,2016-09-27
H-300-16173-708028,2016-07-06,H-2A,2016-06-21,DETERMINATION ISSUED - CERTIFICATION,2016-09-01,2017-06-30,PRI,Delta Dairy LLC,6330 Hwy 132,6255 Hwy 132 Baskin LA 71219 (Mailing),Baskin,LA,71219,UNITED STATES OF AMERICA,,318-248-2702,,CAJUN VISA COMPANY INC,KRISTIE WHEAT,LIVINGSTON,LA,Farmworkers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Cattle,,4,4,Y,Seasonal,35,07:00 AM,01:00 PM,$10.69,Hour,,,N,,None,,,N,,N,,,Y,3,Baskin,LA,71219,N,Individual Employer,LOUISIANA WORKFORCE COMMISSION,629663,2016-06-20,2017-01-30
